open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
3063.75,3080.27,3074.02,3061.56,343717.88,17.18,0.56,3072.638,3043.813,3017.091,400751.09,345178.62,322171.61
3062.28,3090.84,3056.84,3040.19,477078.28,-21.44,-0.7,3070.384,3034.835,3010.042,419340.81,338256.85,317502.76
3097.25,3097.41,3078.28,3072.11,371854.94,-12.55,-0.41,3062.572,3030.414,3004.191,392765.7,315641.25,304340.64
3073.93,3107.52,3090.83,3073.93,500363.91,27.61,0.9,3049.244,3024.357,2996.375,364506.36,305384.85,296980.15
3057.3,3065.38,3063.22,3043.93,310740.44,0.47,0.01,3028.278,3017.852,2986.887,307203.33,287841.08,281681.04
3016.2,3065.25,3062.75,3007.96,436666.47,44.97,1.49,3014.988,3014.844,2979.207,289606.15,304114.37,275688.18
3012.03,3047.61,3017.78,3012.03,344202.75,6.14,0.2,2999.286,3008.489,2971.041,257172.9,293877.51,264522.18
2986.31,3011.64,3011.64,2985.53,230558.23,25.64,0.86,2998.256,3007.342,2964.888,238516.81,301351.82,257707.11
2993.36,2993.56,2986.0,2976.91,213848.77,-10.77,-0.36,2999.47,2999.982,2960.83,246263.34,298985.84,255065.87
2985.62,2999.08,2996.77,2982.42,222754.53,12.53,0.42,3007.426,2996.347,2958.746,268478.83,301193.96,254553.12
3015.29,3028.56,2984.24,2982.02,274500.22,-28.39,-0.94,3014.7,2990.369,2956.236,318622.59,299164.6,258528.11
3022.12,3033.56,3012.63,3009.38,250922.28,-5.08,-0.17,3017.692,2985.249,2954.587,330582.13,296748.67,261454.21
3027.67,3029.7,3017.71,3009.87,269290.91,-8.07,-0.27,3016.428,2977.968,2950.069,364186.83,293040.02,262309.11
3031.89,3041.83,3025.78,3020.95,324926.19,-7.36,-0.24,3000.494,2968.392,2946.65,351708.33,288575.44,259801.79
3000.78,3053.83,3033.14,2991.08,473473.34,33.94,1.13,2985.268,2955.921,2943.767,333909.09,275520.99,254811.32
2999.5,2999.53,2999.2,2983.19,334297.91,-7.11,-0.24,2966.038,2943.569,2942.148,279706.61,247261.99,243270.59
2968.86,3006.31,3006.31,2967.85,418945.81,68.27,2.32,2952.806,2933.593,2941.235,262915.22,235166.84,238493.85
2954.4,2954.4,2938.04,2934.0,206898.42,-11.61,-0.39,2939.508,2922.434,2938.655,221893.21,214062.41,228561.34
2947.54,2953.94,2949.65,2934.04,235929.98,12.66,0.43,2936.29,2921.678,2940.181,225442.55,211145.91,229278.19
2925.95,2937.78,2936.99,2923.75,202460.94,3.95,0.14,2926.574,2921.145,2941.082,217132.89,207912.29,228792.6
2944.16,2945.27,2933.04,2923.79,250340.95,-6.78,-0.23,2921.1,2922.103,2942.801,214817.37,217891.63,228933.4
2928.36,2939.82,2939.82,2922.43,213835.77,17.87,0.61,2914.38,2923.924,2944.434,207418.46,226159.74,230672.26
2912.94,2927.34,2921.95,2907.77,224645.11,20.88,0.72,2905.36,2922.169,2948.066,206231.6,231578.19,234128.98
2902.13,2903.94,2901.07,2887.84,194381.69,-8.55,-0.29,2907.066,2924.908,2953.634,196849.27,231028.13,234555.7
2892.42,2909.95,2909.62,2876.52,190883.33,10.18,0.35,2915.716,2931.613,2960.22,198691.69,234101.66,239424.02
2896.51,2913.74,2899.44,2893.42,213346.38,4.72,0.16,2923.106,2940.726,2966.738,220965.88,239279.19,249059.79
2923.45,2927.25,2894.72,2879.93,207901.5,-35.76,-1.22,2933.468,2948.877,2972.879,244901.03,241820.85,253845.95
2945.34,2952.26,2930.48,2922.55,177733.45,-13.84,-0.47,2938.978,2954.875,2978.276,256924.77,243060.27,257890.85
2948.34,2953.39,2944.32,2933.28,203593.77,-2.25,-0.08,2942.75,2958.684,2979.488,265206.99,247410.47,262143.0
2962.37,2965.39,2946.57,2943.55,302254.31,-4.68,-0.16,2947.51,2961.019,2979.878,269511.62,249672.9,262873.37
2926.15,2951.79,2951.25,2925.4,333022.12,28.98,0.99,2958.346,2963.498,2980.964,257592.5,239975.17,258662.15
2952.77,2967.78,2922.27,2913.18,268020.22,-27.07,-0.92,2964.286,2964.944,2982.469,238740.68,235184.78,256256.15
2957.07,2957.35,2949.34,2940.15,219144.52,-18.78,-0.63,2970.772,2973.963,2984.708,229195.76,236679.77,255116.43
2991.42,2996.51,2968.12,2962.71,225116.95,-32.63,-1.09,2974.618,2982.359,2985.193,229613.95,238083.27,256400.57
2973.57,3000.75,3000.75,2973.57,242658.7,19.8,0.66,2974.528,2988.826,2984.502,229834.18,244746.39,256461.23
2954.78,2985.97,2980.95,2949.47,238763.0,26.25,0.89,2968.65,2992.749,2983.126,222357.83,258840.38,254828.93
2972.48,2976.37,2954.7,2953.76,220295.61,-13.87,-0.47,2965.602,2996.881,2982.524,231628.89,265871.05,255002.55
2975.48,2980.7,2968.57,2964.92,221235.48,0.9,0.03,2977.154,3001.676,2982.948,244163.79,272721.43,256303.4
2967.62,2976.26,2967.67,2955.1,226218.12,-3.69,-0.12,2990.1,3000.292,2985.107,246552.58,276875.53,254709.68
2973.0,2978.17,2971.36,2954.78,205276.95,5.65,0.19,3003.124,2998.737,2986.959,259658.59,276073.83,256526.96
2995.14,2995.14,2965.71,2962.68,285118.28,-46.75,-1.55,3016.848,2998.429,2989.162,295322.93,277349.13,258986.15
3052.69,3055.6,3012.46,3011.37,282970.12,-20.84,-0.69,3028.16,2999.994,2991.553,300113.21,277327.51,266001.9
3034.16,3044.72,3033.3,3021.69,233179.45,0.51,0.02,3026.198,2995.453,2990.086,301279.07,273553.09,267441.95
3041.42,3045.46,3032.79,3024.75,291748.16,-7.19,-0.24,3010.484,2988.026,2985.461,307198.47,274717.88,266781.05
3024.87,3065.93,3039.98,3015.8,383598.62,17.71,0.59,2994.35,2980.178,2979.971,292489.07,268176.08,265261.65
3012.94,3025.64,3022.27,3011.2,309069.72,19.62,0.65,2980.01,2973.502,2974.089,259375.33,250817.48,258562.41
2953.74,3005.18,3002.65,2947.6,288799.38,47.92,1.62,2971.828,2968.166,2967.861,254541.81,244134.05,252725.44
2964.91,2966.59,2954.73,2948.33,262776.47,2.61,0.09,2964.708,2964.219,2964.202,245827.1,239885.38,249792.75
2966.76,2971.9,2952.12,2946.97,218201.16,-16.16,-0.54,2965.568,2969.921,2962.859,242237.29,232543.84,252387.38
2982.45,2984.35,2968.28,2968.21,218029.94,-13.08,-0.44,2966.006,2975.181,2961.695,243863.08,236980.09,252740.58
2967.63,2984.94,2981.36,2962.4,284902.12,14.31,0.48,2966.994,2979.895,2960.285,242259.62,240623.18,253205.23
2955.51,2970.54,2967.05,2935.06,245225.83,8.02,0.27,2964.504,2983.112,2957.763,233726.28,254676.28,250851.45
2963.34,2976.37,2959.03,2945.68,244827.39,4.72,0.16,2963.73,2984.719,2957.582,233943.65,261330.82,253705.17
2969.98,2977.68,2954.31,2945.84,226330.12,-18.91,-0.64,2974.274,2982.896,2957.472,222850.39,258844.21,251935.21
2983.84,2983.84,2973.22,2956.9,210012.62,4.31,0.14,2984.356,2979.763,2957.474,230097.1,262347.22,252295.66
2957.97,2973.79,2968.91,2950.3,242235.44,5.73,0.19,2992.796,2974.676,2955.664,238986.74,266307.35,257156.28
3020.01,3027.61,2963.18,2961.13,246312.7,-48.57,-1.61,3001.72,2967.555,2956.341,275626.28,261316.82,261311.47
3009.69,3018.65,3011.75,2997.84,189361.06,7.03,0.23,3005.708,2964.184,2958.16,288717.99,259700.11,264908.04
3015.17,3043.45,3004.72,2999.38,262563.66,-10.7,-0.35,2991.518,2955.797,2955.429,294838.04,272230.93,273039.66
3018.86,3019.29,3015.42,3005.87,254460.83,1.89,0.06,2975.17,2948.209,2953.683,294597.35,268501.07,277928.81
3007.36,3040.5,3013.53,2997.66,425433.16,30.41,1.02,2956.556,2940.675,2951.992,293627.96,265787.29,284553.67
2952.47,2989.75,2983.12,2945.01,311771.22,42.32,1.44,2933.39,2932.413,2950.369,247007.36,247026.61,279014.7
2917.82,2944.02,2940.8,2910.35,219961.33,17.82,0.61,2922.66,2930.444,2949.005,230682.24,246079.52,289852.27
2908.17,2931.64,2922.98,2896.26,261360.19,0.63,0.02,2920.076,2932.047,2947.949,249623.81,245026.2,297677.78
2898.53,2938.87,2922.35,2898.53,249613.88,24.65,0.85,2921.248,2935.185,2946.409,242404.8,242244.1,297562.26
2917.07,2933.51,2897.7,2897.68,192330.2,-31.77,-1.08,2924.794,2936.651,2945.039,237946.61,248005.21,299958.17
2929.32,2934.33,2929.47,2916.07,230145.61,1.59,0.05,2931.436,2945.126,2943.774,247045.86,261306.12,303303.15
2939.68,2952.87,2927.88,2926.54,314669.19,-0.96,-0.03,2938.228,2952.135,2940.073,261476.8,270115.97,302989.2
2930.14,2942.0,2928.84,2923.15,225265.12,-11.24,-0.38,2944.018,2955.061,2937.031,240428.58,273848.39,299061.13
2936.95,2956.29,2940.08,2929.6,227322.95,9.17,0.31,2949.122,2959.157,2934.951,242083.4,287356.55,305668.55
2955.26,2955.26,2930.91,2916.43,237826.45,-32.52,-1.1,2948.508,2963.308,2931.121,258063.8,303320.06,307520.7
2964.92,2970.72,2963.43,2956.92,302300.28,6.6,0.22,2958.816,2968.324,2930.444,275566.38,311002.78,307698.4
2965.03,2965.11,2956.83,2941.66,209428.09,2.47,0.08,2966.042,2967.565,2926.173,278755.15,333625.02,302829.92
2947.97,2967.86,2954.36,2947.68,233539.23,17.35,0.59,2966.104,2963.85,2921.792,307268.2,350329.36,303177.23
2974.01,2974.01,2937.01,2929.31,307224.94,-45.44,-1.52,2969.192,2957.632,2917.857,332629.71,352880.42,306409.06
3003.65,3004.88,2982.45,2972.58,325339.38,-17.11,-0.57,2978.108,2953.427,2914.868,348576.31,351911.13,312003.4
2970.01,3001.23,2999.56,2963.45,318244.09,42.42,1.43,2977.832,2942.422,2906.957,346439.17,345300.17,307810.09
2978.97,2980.66,2957.14,2946.57,351993.34,-12.66,-0.43,2969.088,2928.011,2897.698,388494.9,335862.43,304540.23
2987.51,2988.06,2969.8,2958.31,360346.78,-11.79,-0.4,2961.596,2919.0,2890.059,393390.52,324273.86,299994.67
3004.8,3008.67,2981.59,2974.23,386957.97,0.52,0.02,2946.072,2910.744,2881.215,373131.13,323980.56,292709.35
2974.8,2981.24,2981.07,2955.82,314653.66,25.23,0.85,2928.746,2898.933,2873.375,355245.96,311721.34,284429.95
2938.14,2988.21,2955.84,2938.14,528522.75,36.16,1.24,2907.012,2892.564,2862.929,344161.17,304394.03,281387.75
2888.97,2919.68,2919.68,2887.59,376471.44,27.5,0.95,2886.934,2884.78,2854.481,283229.96,272034.81,269665.09
2897.29,2900.76,2892.18,2878.1,259049.81,-2.78,-0.1,2876.404,2879.734,2845.859,255157.21,256025.11,263135.75
2871.29,2902.41,2894.96,2866.75,297532.12,22.56,0.79,2875.416,2878.081,2839.284,274829.98,259937.71,268654.11
2878.21,2886.35,2872.4,2856.03,259229.75,16.95,0.59,2869.12,2876.308,2833.872,268196.72,272095.66,267952.99
2867.77,2871.63,2855.45,2843.28,223866.7,-11.58,-0.4,2878.116,2871.491,2832.441,264626.88,270320.02,269963.48
2883.35,2887.85,2867.03,2860.71,236107.66,-20.21,-0.7,2882.626,2867.385,2834.062,260839.65,273218.02,270905.99
2883.42,2915.84,2887.24,2881.0,357413.69,23.76,0.83,2883.064,2861.118,2836.343,256893.01,275715.48,271044.62
2869.46,2882.45,2863.48,2854.51,264365.78,-53.9,-1.85,2880.746,2851.685,2839.183,245045.44,261438.14,264522.43
2880.57,2923.93,2917.38,2876.02,241380.56,39.38,1.37,2883.496,2847.817,2842.533,275994.61,257138.56,262490.14
2878.73,2881.06,2878.0,2862.44,204930.56,8.78,0.31,2864.866,2833.294,2843.632,276013.16,258381.47,262182.05
2868.63,2875.01,2869.22,2864.81,216374.44,-6.43,-0.22,2852.144,2824.181,2846.291,285596.39,267295.37,263402.08
2869.16,2883.55,2875.65,2864.71,298175.84,-1.58,-0.06,2839.172,2811.984,2848.157,294537.95,270246.39,265593.29
2839.25,2877.47,2877.23,2823.87,419111.66,53.0,1.88,2822.624,2800.487,2848.43,277830.85,277370.5,260908.87
2817.27,2846.26,2824.23,2805.81,241473.28,9.84,0.35,2812.138,2791.436,2848.663,238282.51,263810.31,251754.88
2758.74,2815.15,2814.39,2756.38,252846.75,10.03,0.36,2801.722,2793.39,2852.233,240749.78,269606.95,250906.76
2827.04,2831.34,2804.36,2803.86,261082.2,11.45,0.41,2796.218,2800.738,2854.471,248994.35,268593.96,248035.47
2807.96,2812.49,2792.91,2787.12,214640.34,-31.89,-1.13,2784.796,2811.568,2858.005,245954.84,266373.77,244031.27
2787.44,2825.09,2824.8,2782.77,221369.97,52.65,1.9,2778.35,2826.68,2862.587,276910.15,267606.72,242005.01
2800.44,2802.81,2772.15,2767.14,253809.66,-14.72,-0.53,2770.734,2837.249,2866.478,289338.11,267841.73,245034.57
2771.45,2790.14,2786.87,2768.71,294069.59,39.62,1.44,2785.058,2853.969,2872.977,298464.12,265982.62,243071.19
2771.24,2773.94,2747.25,2747.25,245884.64,-13.43,-0.49,2805.258,2868.4,2878.025,288193.56,259508.78,238946.34
2736.68,2771.79,2760.68,2718.21,369416.91,-26.04,-0.93,2838.34,2884.33,2884.601,286792.7,260940.18,236107.87
2823.35,2828.48,2786.72,2785.9,283509.75,-57.05,-2.01,2875.01,2896.372,2890.645,258303.28,244447.24,228324.37
2837.37,2852.12,2843.77,2831.66,299439.69,-44.1,-1.53,2903.764,2905.89,2896.184,246345.34,239699.45,231015.18
2901.15,2909.47,2887.87,2880.3,242716.83,-24.79,-0.85,2922.88,2911.075,2902.092,233501.13,232206.57,227965.87
2931.85,2932.65,2912.66,2906.71,238880.34,-31.37,-1.07,2931.542,2908.204,2905.362,230823.99,227476.97,232294.44
2939.14,2958.3,2944.03,2938.9,226969.8,13.54,0.46,2930.32,2904.441,2907.965,235087.66,221688.77,237309.91
2936.64,2938.73,2930.49,2922.68,223720.05,-8.86,-0.3,2917.734,2898.494,2910.718,230591.2,216403.31,243276.16
2918.11,2943.07,2939.35,2918.01,235218.64,8.17,0.28,2908.016,2895.706,2914.34,233053.56,222227.41,253401.52
2911.01,2931.18,2931.18,2903.31,229331.12,24.63,0.85,2899.27,2891.984,2913.903,230912.01,220159.75,253494.92
2894.94,2923.4,2906.55,2894.59,260198.7,25.45,0.88,2884.866,2887.649,2914.2,224129.95,218383.91,258764.61
2885.7,2889.39,2881.1,2871.51,204487.48,-0.8,-0.03,2878.562,2884.872,2914.047,208289.87,211275.56,257767.0
2897.79,2905.35,2881.9,2872.53,236031.84,-13.72,-0.47,2879.254,2884.917,2915.498,202215.41,212201.51,266625.43
2875.96,2906.55,2895.62,2875.9,224510.89,36.46,1.27,2883.396,2886.478,2918.879,211401.26,222330.91,269331.84
2869.73,2872.24,2859.16,2859.07,195420.86,-15.87,-0.55,2884.698,2893.108,2921.037,209407.5,223725.17,281386.4
2877.49,2892.34,2875.03,2866.47,180998.3,-9.53,-0.33,2890.432,2902.519,2925.21,212637.86,237111.92,300295.54
2900.05,2905.11,2884.56,2881.4,174115.17,-18.05,-0.62,2891.182,2911.489,2923.596,214261.24,252931.05,311825.68
2885.98,2920.16,2902.61,2850.1,281961.06,0.48,0.02,2890.58,2922.941,2919.69,222187.6,270149.02,313958.13
2883.09,2912.9,2902.13,2878.2,214542.09,14.3,0.49,2889.56,2932.974,2914.245,233260.57,284575.63,310099.0
2897.47,2918.94,2887.83,2879.64,211572.66,9.05,0.31,2901.518,2935.821,2908.419,238042.84,286830.09,312434.31
2896.7,2897.58,2878.78,2870.67,189115.2,-2.77,-0.1,2914.606,2940.751,2903.754,261585.97,299145.31,313582.12
2894.33,2902.14,2881.55,2872.03,213747.0,-15.96,-0.55,2931.796,2943.222,2899.652,291600.87,304258.45,317348.98
2944.97,2944.97,2897.51,2877.74,337325.88,-64.41,-2.17,2955.302,2946.079,2896.219,318110.44,321049.34,327086.78
2952.71,2967.98,2961.92,2937.6,238453.45,8.65,0.29,2976.388,2951.28,2888.512,335890.69,316332.78,323764.53
2966.33,2974.8,2953.27,2939.97,329288.34,-11.46,-0.39,2970.124,2948.965,2875.754,335617.34,339047.64,322537.01
2990.05,2990.05,2964.73,2953.7,339189.66,-34.35,-1.15,2966.896,2947.901,2864.07,336704.65,363479.17,318955.72
3000.78,3003.88,2999.08,2988.47,346294.88,-3.86,-0.13,2954.648,2935.702,2851.899,316916.03,370720.31,313134.16
2984.65,3011.91,3002.94,2978.75,426227.12,72.34,2.47,2936.856,2916.439,2839.098,323988.25,357767.23,309365.52
2932.69,2937.29,2930.6,2911.67,237086.7,-6.53,-0.22,2926.172,2895.515,2825.399,296774.86,335622.37,299148.24
2917.2,2952.91,2937.13,2914.96,334724.88,33.64,1.16,2927.806,2881.016,2816.017,342477.93,338038.53,299493.11
2896.76,2915.24,2903.49,2891.0,240246.59,-6.63,-0.23,2928.906,2866.757,2806.951,390253.69,328018.93,295227.29
2946.02,2946.71,2910.12,2875.37,381655.94,-39.4,-1.34,2916.756,2856.081,2799.216,424524.59,330439.5,300549.99
2942.51,2958.02,2949.52,2931.67,290160.19,10.75,0.37,2896.022,2846.359,2789.827,391546.22,333124.23,295089.12
2939.65,2958.23,2938.77,2929.9,465602.06,-3.86,-0.13,2864.858,2825.744,2777.452,374469.88,331196.29,291199.65
2847.32,2954.03,2942.63,2846.44,573603.69,99.89,3.51,2834.226,2802.543,2764.81,333599.13,306026.39,281824.62
2872.07,2879.23,2842.74,2842.42,411601.09,36.29,1.29,2804.608,2780.239,2753.965,265784.17,274432.28,264728.8
2800.83,2809.87,2806.45,2785.38,216764.05,12.75,0.46,2795.406,2768.096,2748.818,236354.41,255548.0,257633.27
2785.47,2813.45,2793.7,2785.47,204778.52,8.09,0.29,2796.696,2761.757,2744.267,274702.23,260963.81,262396.39
2798.4,2816.18,2785.61,2781.72,261248.3,-8.93,-0.32,2786.63,2755.282,2741.342,287922.69,262674.11,267193.5
2798.02,2804.76,2794.54,2771.86,234528.88,-2.19,-0.08,2770.86,2751.017,2741.632,278453.66,260947.69,268604.24
2802.53,2805.01,2796.73,2790.18,264452.31,-16.17,-0.57,2755.87,2747.144,2741.082,283080.39,262435.66,272237.25
2750.54,2816.99,2812.9,2750.54,408503.16,69.53,2.53,2740.786,2742.351,2737.482,274741.59,270660.48,272125.65
2717.91,2752.88,2743.37,2712.16,270880.81,36.61,1.35,2726.818,2733.294,2733.893,247225.39,257054.01,264995.97
2727.7,2727.7,2706.76,2701.92,213903.12,-12.83,-0.47,2723.934,2729.16,2736.412,237425.53,251203.01,271178.57
2741.94,2747.23,2719.59,2717.93,257662.53,-1.72,-0.06,2731.174,2727.077,2736.013,243441.72,257622.85,275862.76
2744.7,2746.51,2721.31,2713.8,222758.31,-21.75,-0.79,2738.418,2727.691,2737.946,241790.93,255025.33,278179.02
2737.81,2762.08,2743.06,2723.93,270922.19,14.11,0.52,2743.916,2729.539,2742.193,266579.38,259718.55,284750.19
2740.3,2762.39,2728.95,2728.95,221881.52,-14.01,-0.51,2739.77,2726.776,2745.292,266882.63,263828.98,302422.11
2748.43,2752.69,2742.96,2721.88,243984.05,-12.85,-0.47,2734.386,2727.402,2756.107,264980.48,271712.89,307392.03
2728.44,2780.31,2755.81,2724.85,249408.56,7.01,0.26,2722.98,2732.247,2765.929,271803.98,276260.78,314817.5
2719.06,2759.78,2748.8,2716.31,346700.56,26.47,0.97,2716.964,2735.02,2772.782,268259.73,282038.85,320628.17
2696.26,2731.3,2722.33,2667.38,272438.47,20.3,0.75,2715.162,2732.613,2781.742,252857.72,273590.81,322760.39
2693.88,2722.34,2702.03,2692.53,212370.77,16.1,0.6,2713.782,2734.491,2794.368,260775.32,272937.94,326851.33
2710.57,2713.94,2685.93,2679.54,278101.56,-39.8,-1.46,2720.418,2743.664,2808.209,278445.29,291154.14,336765.52
2739.11,2745.86,2725.73,2714.65,231687.3,-14.06,-0.51,2741.514,2744.949,2822.437,280717.58,294102.66,351240.29
2717.87,2764.48,2739.79,2712.04,269690.5,24.36,0.9,2753.076,2748.2,2838.272,295817.96,301332.7,359627.76
2726.07,2746.66,2715.43,2697.61,312026.47,-19.78,-0.72,2750.064,2754.847,2851.528,294323.9,309781.83,365978.58
2792.08,2792.51,2735.21,2728.93,300720.62,-56.2,-2.01,2755.2,2763.808,2866.628,285100.55,341015.25,375357.59
2777.85,2793.76,2791.41,2766.15,289463.03,7.87,0.28,2766.91,2784.811,2881.019,303862.98,343071.17,395703.64
2743.78,2797.15,2783.54,2743.78,307189.19,58.81,2.16,2748.384,2799.611,2887.695,307487.74,353374.22,410449.25
2716.73,2754.69,2724.73,2716.73,262220.19,-16.38,-0.6,2743.324,2810.543,2894.544,306847.44,359217.5,411350.61
2751.76,2767.48,2741.11,2736.84,265909.72,-52.65,-1.89,2759.63,2830.87,2904.729,325239.76,371929.96,419645.17
2731.58,2798.87,2793.76,2698.81,394532.78,94.98,3.52,2772.416,2854.244,2916.628,396929.94,380764.72,430695.91
2740.35,2748.01,2698.78,2686.47,307586.81,-59.46,-2.16,2802.712,2872.753,2925.316,382279.35,382376.9,436370.34
2753.61,2796.47,2758.24,2750.93,303987.72,-48.02,-1.71,2850.838,2899.924,2938.49,399260.7,408377.92,458256.95
2814.47,2833.2,2806.26,2777.73,354181.78,1.22,0.04,2877.762,2928.343,2948.177,411587.55,417922.82,479575.42
2853.88,2867.6,2805.04,2768.8,624360.62,-140.2,-4.76,2902.11,2948.209,2953.864,418620.17,422175.32,494228.21
2935.24,2955.88,2945.24,2919.49,321279.84,5.83,0.2,2936.072,2969.447,2958.039,364599.5,409699.94,493603.91
2906.47,2968.16,2939.41,2899.83,392493.56,46.55,1.61,2942.794,2977.226,2955.408,382474.44,448336.11,516495.99
2913.77,2930.21,2892.86,2892.53,365621.97,-35.14,-1.2,2949.01,2975.778,2950.363,417495.13,467524.28,526709.65
2962.74,2973.22,2928.0,2924.02,389344.84,-46.85,-1.57,2978.924,2978.544,2942.418,424258.08,463483.72,524348.7
2989.96,3001.53,2974.85,2933.53,354257.28,-4.0,-0.13,2994.308,2978.587,2933.098,425730.48,467360.38,521652.47
2968.0,3007.35,2978.85,2964.98,410654.56,8.36,0.28,3002.822,2979.012,2919.663,454800.37,480627.09,523976.58
3047.43,3048.82,2970.49,2962.36,567597.0,-71.94,-2.37,3011.658,2977.878,2906.629,514197.79,490363.78,529514.31
3013.67,3043.93,3042.43,2989.55,399436.72,37.51,1.25,3002.546,2977.056,2897.874,517553.44,508135.98,519128.49
3014.91,3019.54,3004.92,2993.27,396706.84,-12.5,-0.41,2978.164,2968.011,2885.901,502709.36,541228.03,520972.35
3017.39,3035.41,3017.42,2996.76,499606.75,-5.61,-0.19,2962.866,2959.519,2876.301,508990.28,566281.09,521298.13
2914.99,3023.03,3023.03,2909.67,707641.62,98.1,3.35,2955.202,2946.63,2865.775,506453.81,577507.88,518047.32
2973.02,2999.33,2924.93,2924.6,584375.25,4.41,0.15,2944.098,2933.589,2855.882,466529.76,584655.86,513467.86
2920.55,2933.45,2920.52,2903.27,325216.34,-7.91,-0.27,2951.566,2924.947,2847.426,498718.53,585895.01,506310.65
2982.39,3000.1,2928.43,2920.19,428111.44,-50.67,-1.7,2957.858,2906.292,2837.857,579746.7,585213.68,511785.74
2957.27,2996.41,2979.1,2941.35,486924.38,11.59,0.39,2956.172,2887.608,2827.633,623571.91,575944.55,517412.45
2968.08,2980.12,2967.51,2948.31,508021.41,5.24,0.18,2938.058,2860.313,2814.667,648561.96,567326.07,525500.0
2978.5,3007.83,2962.27,2938.65,745319.06,10.29,0.35,2923.08,2835.38,2801.721,702781.96,568664.84,526105.96
2927.1,2959.59,2951.98,2921.2,730357.19,31.98,1.09,2898.328,2818.692,2787.887,673071.49,530121.01,524856.97
2869.85,2923.92,2920.0,2865.3,647237.5,31.47,1.09,2854.726,2803.79,2779.773,590680.66,500716.67,524971.08
2900.63,2903.87,2888.53,2878.39,611874.62,-4.09,-0.14,2819.044,2793.082,2775.787,528317.19,476315.17,527355.32
2860.14,2906.15,2892.62,2860.14,779121.44,54.11,1.91,2782.568,2784.919,2772.804,486090.18,458586.76,526936.21
2747.54,2845.23,2838.51,2746.11,596766.69,104.54,3.82,2747.68,2778.175,2769.802,434547.73,442279.86,534070.22
2728.04,2742.7,2733.97,2709.39,318403.03,-7.62,-0.28,2739.056,2769.905,2768.85,387170.53,426726.29,532281.96
2721.14,2751.72,2741.59,2714.1,335420.19,35.44,1.31,2752.854,2769.421,2769.35,410752.69,438357.79,539532.29
2737.37,2739.29,2706.15,2693.91,400739.56,-12.03,-0.44,2767.12,2767.658,2769.788,424313.14,458880.34,560515.71
2757.81,2765.84,2718.18,2717.29,521409.16,-77.21,-2.76,2787.27,2769.02,2771.175,431083.34,483673.93,584093.82
2804.72,2813.52,2795.39,2771.96,359880.69,-7.57,-0.27,2808.67,2768.062,2774.651,450011.99,483547.07,606492.88
2816.45,2822.63,2802.96,2799.83,436313.84,-9.96,-0.35,2800.754,2757.082,2766.035,466282.04,519592.93,609190.92
2799.33,2831.63,2812.92,2787.28,403222.47,6.02,0.21,2785.988,2755.756,2754.749,465962.9,549225.5,605001.66
2830.24,2842.45,2806.9,2797.72,434590.56,-18.28,-0.65,2768.196,2758.491,2743.511,493447.54,578395.48,599823.13
2763.23,2827.26,2825.18,2749.2,616052.38,69.37,2.52,2750.77,2760.688,2732.119,536264.52,595285.66,597047.29
2736.0,2783.51,2755.81,2735.86,441230.97,26.68,0.98,2727.454,2761.429,2720.002,517082.15,625860.59,584944.96
2720.19,2752.66,2729.13,2716.27,434718.12,5.17,0.19,2713.41,2767.795,2708.085,572903.81,637837.64,578041.31
